;;;; ;;;;;;;;;;;;;;;;; ONCOPROD RS ; ONCOPROD SP ; ONCOPROD PE ; NORPROD CE ; HOSPLOG DF ;;;; ONCOPROD ES ;;;; Preço Fabrica ;;;;; PMC ;;;;;
708;01/10/2019;0,03;0,05;VAC. HEPATITE A+B 720 UEL +20 MCG C 1 S;HEPATITE, ANTÍGENOS DO VÍRUS DA ;GLAXO;30022027;POSITIVA;REFERÊNCIA;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;RJ;Hepatite A + B (Adulto);7,89602E+12;3;0,0323;73,51135047;0;73,05789474;0;72,17767914;72,17767914;72,61511962;73,05789474;76,27863538;72,54543007;73,32683281;74,94125009;120,294;144,93;145,81;146,7;150,37;166,296;200,36;201,5709091;202,8;207,88;Vacinas 
3068;01/10/2019;0,04;FÁBRICA;VAC. HERPES ZOSTERATENUADA PÓ LOIF.1FA+1;VÍRUS DA VARICELA-ZÓSTER (VZV) ;MSD/SCHERING;3002.20.29;POSITIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;GO;Herpes Zoster;7,89734E+12;3;0,0323;412,927707;0;412,927707;0;407,95;407,95;410,4251148;412,927707;407,95;407,95;412,927707;423,25;338,6026;407,96;410,43;412,93;423,25;468,097;563,97;567,390303;570,85;585,12;Vacinas 
3745;01/10/2019;0,02;FÁBRICA;VAC. MENINGOCOCICA ACWYPO LIOF INJ+SOL D;MENINGOCÓCICO A + OLI, OLIGOSSACARÍDEO DE ;PFIZER/WYETH;3002.20.25;NEGATIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;SP;Meningite A, C W Y;7,89127E+12;3;0,0323;230,83;0;230,83;0;227,63;227,63;229,4310303;230,83;227,63;227,63;230,83;237,51;0;0;0;0;0;252,1828;303,41;305,6761212;307,54;316,13;Vacinas 
741;01/10/2019;FÁBRICA; ;VAC. PNEUMOCOCICAPOLIVALENTE 25MCG;STREPTOCOCCUS PNEUMONIAE SOROT ;MSD/SCHERING;30022027;POSITIVA;REFERÊNCIA;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;GO;Pneumonia;7,89734E+12;INFO PENDENTE;INFO PENDENTE;42,691836;0;42,691836;0;42,18;42,18;42,4330976;42,691836;42,18;42,18;42,691836;43,76;35,0058;42,18;42,43;42,69;43,76;48,3964;58,31;58,66230303;59,02;60,5;Vacinas 
732;01/10/2019;0,04;FÁBRICA;VAC. QUADRIV. PAPILOMAVIRUS HUM. (HPV) C;PROTEÍNA L1 DO HPV 6PROTEÍNA ;MSD/SCHERING;3002.20.29;POSITIVA;REFERÊNCIA;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;GO;HPV;7,89734E+12;3;0,0323;493,428735;0;493,428735;0;487,48;487,48;490,4382578;493,428735;487,48;487,48;493,428735;505,76;404,6126;487,49;490,44;493,43;505,77;559,3548;673,91;678,0058182;682,14;699,18;Vacinas 
723;01/10/2019;0,03;0,05;VAC. SARAM.+CAXUM.+RUB. C 1 FA.+SP C  DI;VÍRUS DE SARAMPO VÍRUS DE CAX ;GLAXO;30022027;POSITIVA;REFERÊNCIA;REFRIGERADO;NÃO CONTROLADO;SIM;TRIBUTADO;NÃO;NACIONAL;RJ;Sarampo + Cachumba + Rubeola;7,89602E+12;INFO PENDENTE;INFO PENDENTE;33,69;0;0;0;0;0;33,68969697;0;0;0;0;0;27,9046;33,62;33,82;34,03;34,88;38,581;46,48;46,76484848;47,05;48,22;Vacinas 
807;01/10/2019;0,03;0,05;VAC. TETRA VIRAL MMRV C  1FA + 1 SP C  D;VÍRUS DE SARAMPO VÍRUS DE CAX ;GLAXO;30022029;POSITIVA;REFERÊNCIA;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;RJ;Tetra Viral MMRV 0,5 ml - GSK;7,89602E+12;INFO PENDENTE;INFO PENDENTE;185,15;0;184,4165597;0;182,1946734;182,1946734;183,2988836;184,4165597;182,92;182,92;185,0955804;189,1707803;151,823;182,92;184,03;185,15;189,78;209,8872;252,88;254,4087273;255,96;262,36;Vacinas 
925;01/10/2019;0,04;FÁBRICA;VAC.DIF.+TÉTANO+COQ.+POLIO C 1SP 0,5 ML;HEMITARDE EPINEFRINA+CL BUPIVA ;SANOFI/GENZYME;3002.20.29;POSITIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;SP;Difteria + Tetano + Coqueluche + Polio;3,66005E+12;INFO PENDENTE;INFO PENDENTE;79,27;0;79,27;0;78,31;78,31;78,78957576;79,27;78,31;78,31;79,27;81,25;65,0014;78,31;78,79;79,27;81,25;89,8638;108,26;108,9258182;109,59;112,32;Vacinas 
725;01/10/2019;FÁBRICA;FÁBRICA;VAC.SARAM.+CAXUM.+RUBÉOLA C 1 FA 0,5ML +;VÍRUS DE SARAMPO VÍRUS DE CAX ;MSD/SCHERING;3002.20.27;POSITIVA;REFERÊNCIA;REFRIGERADO;NÃO CONTROLADO;SIM;TRIBUTADO;NÃO;NACIONAL;GO;Sarampo + Cachumba + Rubeola;7,89734E+12;3;0,0323;24,747076;0;24,747076;0;24,45;24,45;24,59709372;24,747076;24,45;24,45;24,747076;25,37;20,2868;24,44;24,59;24,74;25,36;28,0522;33,8;34,00266667;34,21;35,07;Vacinas 
2083;01/10/2019;0,04;0,08;VACINA ADSORV. HEPATITE AINATIV. ADULTO;HEPATITE, ANTÍGENOS DO VÍRUS DA ;MSD/SCHERING;30022029;POSITIVA;REFERÊNCIA;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;GO;Hepatite A (Adulto);7,89734E+12;3;0,0323;94,5911983;0;94,59278897;0;93,45311682;93,45311682;94,01949934;94,59278897;93,45309586;93,92930613;94,94103928;97,03133077;79,2858;95,53;96,1;96,69;99,11;109,6094;132,06;132,8598788;133,67;137,01;Vacinas 
2084;01/10/2019;0,04;0,08;VACINA ADSORV. HEPATITE AINATIV. PEDIAT.;HEPATITE, ANTÍGENOS DO VÍRUS DA ;MSD/SCHERING;30022029;POSITIVA;REFERÊNCIA;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;GO;Hepatite A (infantil);7,89734E+12;3;0,0323;63,60670732;0;63,6097561;0;62,84337349;62,84337349;63,22424242;63,6097561;62,84336302;63,16359483;63,84394376;65,24957881;53,3164;64,24;64,63;65,02;66,65;73,7016;88,81;89,33527273;89,88;92,13;Vacinas 
171;01/10/2019;0,02;0,04;VALCYTE 450 MG FRASCO C/ 60 COMP. REVEST.;VALGANCICLOVIR, CLORIDRATO DE ;ROCHE;3004.90.99;POSITIVA;SIMILAR;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;GO;;7,89623E+12;1;0,0521;10692,31657;0;10860,80828;0;10715,9975;10715,9975;10787,91695;10860,80828;10563,41494;10639,50664;10764,91337;11024,80987;8954,2114;10788,21;10853,59;10919,77;11192,76;12378,6708;14914,07;15004,44945;15095,94;15473,33;Tratamento de retinite (inflamação da retina) por citomegalovírus
4290;01/10/2019;0,03;0,07;VECTIBIX 20MG/ML SOL DIL INFUS C/ FA X 5ML - AMGEN;PANITUMUMABE ;AMGEM/BERGAMO;3002.10.39;NEUTRA;REFERÊNCIA;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;SP;;7,89861E+12;3;0,0323;1415,199696;0;1413,299371;0;1396,271667;1396,271667;1404,73392;1413,299371;1457,047831;1385,737448;1400,66353;1431,501565;1280,4382;1539,85;1550,6;1561,51;1606,72;1705,9362;2052,5;2067,801455;2080,41;2138,58;Tratamento de câncer colorretal metastático (câncer intestinal)
803;01/10/2019;0,02;0,04;VELCADE 3,5 FR AMP;BORTEZOMIBE ;JANSSEN;3004.90.68;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;CONVENIO 118;NÃO;NACIONAL;SP; ** PROD ESTRATÉGICO  ** PODEMOS ATENDER INTERIOR DE SP, NORTE E NORDESTE *** VER SE É OL DA ONCOPROD NA PLANILHA ** ATENÇÃO  ***OUTRO DISTRIBUIDOR NÃO VENDER ***;7,89621E+12;3;0,0323;4355,26;3162,097396;3162,097396;3162,097396;3162,097396;3328,523575;3162,097396;3162,097396;3162,097396;3162,097396;3162,097396;3162,097396;3571,3132;4302,79;4328,86;4355,26;4464,14;0;0;0;0;0;Tratamento de adultos com mieloma múltiplo, que é um tipo de câncer de medula óssea
110372;01/10/2019;0,015;FÁBRICA;VENCLEXTA 10 MG (14 CPS)/50 MG(7 CPS)/100 MG(21 CPS) - INICIO DE TRATAMENTO;VENETOCLAX;ABBVIE;3004.90.79;NEGATIVA;OUTROS;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;GO;;8,05408E+12;2;0,0422;7445,12;0;7445,12;0;7341,82;7341,82;7399,998061;7445,12;7341,82;7341,82;7445,12;7660,7;6104,9984;7341,84;7393,12;7445,12;7660,67;8133,744;9786,1;9859,083636;9919,2;10196,64;Tratamento da Leucemia Linfocítica Crônica, Leucemia Mieloide Aguda
110381;01/10/2019;0,015;FÁBRICA;VENCLEXTA 10 MG CAIXA COM 14 COMP REVESTIDOS;VENETOCLAX ;ABBVIE;3004.90.79;NEGATIVA;OUTROS;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;GO;;8,05408E+12;2;0,0422;402,52;0;402,52;0;396,93;396,93;400,0804848;402,52;396,93;396,93;402,52;414,17;330,0582;396,93;399,7;402,51;414,16;439,7414;529,08;533,0198788;536,27;551,27;Tratamento da Leucemia Linfocítica Crônica, Leucemia Mieloide Aguda
110380;01/10/2019;0,015;FÁBRICA;VENCLEXTA 100 MG CAIXA COM 120 COMP REVESTIDOS;VENETOCLAX ;ABBVIE;3004.90.79;NEGATIVA;OUTROS;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;GO;;8,05408E+12;2;0,0422;34494,71;0;34494,71;0;34016,1;34016,1;34285,65115;34494,71;34016,1;34016,1;34494,71;35493,5;28285,6622;34016,2;34253,76;34494,71;35493,4;37685,2238;45340,9;45679,05915;45957,59;47243,03;Tratamento da Leucemia Linfocítica Crônica, Leucemia Mieloide Aguda
110359;01/10/2019;0,015;FÁBRICA;VENCLEXTA 50 MG CAIXA COM 7  COMP REVESTIDOS;VENETOCLAX ;ABBVIE;3004.90.79;NEGATIVA;OUTROS;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;GO;;8,05408E+12;2;0,0422;1005,98;0;1005,98;0;992,02;992,02;999,8831515;1005,98;992,02;992,02;1005,98;1035,11;824,9036;992,03;998,95;1005,98;1035,11;1099,0296;1322,29;1332,157091;1340,28;1377,76;Tratamento da Leucemia Linfocítica Crônica, Leucemia Mieloide Aguda
110676;13/06/2019;VERIFICAR COM LABORATÓRIO ;VERIFICAR COM LABORATÓRIO ;VEQUILE 250MG / 5ML X 1 SER;FULVESTRANTO ;SANDOZ;3004.39.36;POSITIVA;SIMILAR;REFRIGERADO;NÃO CONTROLADO;SIM;CONVENIO 118;NÃO;NACIONAL;SP;PODEMOS ATENDER SOMENTE SP, MS, MT, TRIANGULO MINEIRO.// NÃO PERDER VENDA VER OL COM VERONICA SANDOZ;7,8976E+12;3;0,0323;0;0;0;0;0;0;0;0;0;0;0;0;2942,8898;3545,65;3567,14;3588,89;3678,61;0;0;0;0;0;Tratamento de mulheres de qualquer idade e que estejam na pós-menopausa, portadoras de câncer de mama
110675;13/06/2019;VERIFICAR COM LABORATÓRIO ;VERIFICAR COM LABORATÓRIO ;VEQUILE 250MG / 5ML X 2 SER;FULVESTRANTO ;SANDOZ;3004.39.36;POSITIVA;SIMILAR;REFRIGERADO;NÃO CONTROLADO;SIM;CONVENIO 118;NÃO;NACIONAL;SP;PODEMOS ATENDER SOMENTE SP, MS, MT, TRIANGULO MINEIRO.// NÃO PERDER VENDA VER OL COM VERONICA SANDOZ;7,8976E+12;3;0,0323;0;0;0;0;0;0;0;0;0;0;0;0;5885,8;7091,33;7134,31;7177,81;7357,26;0;0;0;0;0;Tratamento de mulheres de qualquer idade e que estejam na pós-menopausa, portadoras de câncer de mama
110759;01/10/2019;0,02;FÁBRICA;VERZENIOS 100MG C/ 30 COMP REV;ABEMACICLIBE ;ELI LILLY;3004.90.69;NEGATIVA;OUTROS;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SP;;7,89638E+12;2;0,0422;5649,92;5649,92;5649,92;0;5571,54;5571,54;5610,46;5649,92;5571,54;5571,54;5649,92;5813,5;4632,93;5571,54;5610,46;5649,92;5813,5;6048,27;5571,54;5610,46;7527,42;7737,95;Tratamento de pacientes com câncer de mama avançado ou metastático
110757;01/10/2019;0,02;FÁBRICA;VERZENIOS 150MG C/ 60 COMP REV;ABEMACICLIBE ;ELI LILLY;3004.90.69;NEGATIVA;OUTROS;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SP;;7,89638E+12;2;0,0422;16225,65;0;16225,65;0;16000,57;16000,57;16112,31;16225,65;16000,57;16000,57;16225,65;16695,42;13305,033;16000,57;16112,31;16225,65;16695,42;17369,66;16000,57;16112,31;21617,55;22222,14;Tratamento de pacientes com câncer de mama avançado ou metastático
110756;01/10/2019;0,02;FÁBRICA;VERZENIOS 150MG X 30 COMP REV;ABEMACICLIBE ;ELI LILLY;3004.90.69;NEGATIVA;OUTROS;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SP;;7,89638E+12;2;0,0422;8112,83;0;8112,83;0;8000,29;8000,29;8056,16;8112,83;8000,29;8000,29;8112,83;8347,71;6652,5206;8000,29;8056,16;8112,83;8347,71;8684,83;8000,29;8056,16;10808,77;11111,07;Tratamento de pacientes com câncer de mama avançado ou metastático
110760;01/10/2019;0,02;FÁBRICA;VERZENIOS 200MG C/ 30 COMP REV;ABEMACICLIBE ;ELI LILLY;3004.90.69;NEGATIVA;OUTROS;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SP;;7,89638E+12;2;0,0422;10131,51;0;10131,51;0;9990,97;9990,97;10060,74;10131,51;9990,97;9990,97;10131,51;10424,84;8307,8382;9990,97;10060,74;10131,51;10424,84;12096,55;9990,97;10060,74;15054,85;15475,9;Tratamento de pacientes com câncer de mama avançado ou metastático
110758;01/10/2019;0,02;FÁBRICA;VERZENIOS 200MG C/ 60 COMP REV;ABEMACICLIBE ;ELI LILLY;3004.90.69;NEGATIVA;OUTROS;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SP;;7,89638E+12;2;0,0422;20263,01;20263,01;20263,01;0;19981,92;19981,92;20121,47;20263,01;19981,92;19981,92;20263,01;20849,66;16615,66;19981,92;20121,47;20263,01;20849,66;24193,1;19981,92;20121,47;30109,71;30951,8;Tratamento de pacientes com câncer de mama avançado ou metastático
110762;01/10/2019;0,02;FÁBRICA;VERZENIOS 50MG C/ 30 COMP REV;ABEMACICLIBE ;ELI LILLY;3004.90.69;NEGATIVA;OUTROS;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SP;;7,89638E+12;2;0,0422;2824,96;0;2824,96;0;2785,77;2785,77;2805,23;2824,96;2785,77;2785,77;2824,96;2906,75;2316,4672;2785,77;2805,23;2824,96;2906,75;3024,13;2785,77;2805,23;3763,71;3868,97;Tratamento de pacientes com câncer de mama avançado ou metastático
1172;01/10/2019;0,03;0,05;VESANOID 10 MG CX C/ 100 CAPS. (C2);TRETINOINA ;FARMOQUÍMICA;3004.50.60;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;PB;;7,89804E+12;2;0,0422;1166,1;1166,1;1184,54;0;1168,66;1168,66;1176,5;1184,45;1160,32;1160,32;1173,99;1202,34;976,72;1176,77;1183,91;1191,13;1220,9;1350,2612;1626,82;1636,680242;1646,66;1687,82;Indicado para indução da remissão em leucemia promielocítica aguda (tipo de câncer da medula óssea e do sangue)
4693;01/10/2019;0,02;0,07;VIAGRA 50MG C/4 COMP;SILDENAFILA, CITRATO DE ;PFIZER/WYETH;3004.90.99.LN;NEGATIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;SP;;7,89127E+12;2;0,0422;76,20737658;0;76,10123263;0;75,1843503;75,1843503;75,64001303;76,10123263;78,45698795;74,61717038;75,42088829;77,08140983;65,9526;79,31;79,87;80,43;82,76;87,863;105,71;106,5006061;107,15;110,16;Tratamento da disfunção erétil
855;01/10/2019;0,02;0,04;VICTOZA 6 MG/ML SOL. INJ. C/ 2 CARP. 3 ML +  2 SIST. APLIC.;LIRAGLUTIDA ;NOVO NORDISK;3004.39.29;NEGATIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;PR;;7,89771E+12;3;0,0323;387,8099593;0;390,42;0;385,01;385,01;388,0538182;390,42;380,9979518;383,7424035;388,2655341;397,6394002;320,1444;385;387,69;390,42;401,72;426,5312;513,19;517,0075152;520,16;534,72;Tratar diabetes mellitus - para controlar seu nível de açúcar no sangue
703;01/10/2019;0,04;0,08;VIDAZA 100 MG PO LIOF. INJ. FR. AMP.;AZACITIDINA ;UNITED MEDICAL;3004.90.68;NEGATIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;CONVENIO 118;SIM;IMPORTADO;GO;;7,89805E+12;3;0,0323;1452,01;1452,01;1452,01;1452,01;1452,01;1668,974263;1452,01;1452,01;1452,01;1452,01;1452,01;1452,01;1413,08;1746,18;1758,37;1770,74;1822,01;0;0;0;0;0;Tratamento de pacientes com Síndrome Mielodisplásica (alteração das células sanguíneas)
4107;01/10/2019;0,015;FÁBRICA;VIEKIRA 12,5MG+75MG+50MG COM REV.+250MG COM REV. CT BL 56+56;VERUPREVIR+ DASABUVIR SÓDICO+M ;ABBVIE;3004.90.69;NEGATIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;GO;;8,05408E+12;INFO PENDENTE;INFO PENDENTE;73480,7;0;73480,7;0;72461,18;72461,18;73035,36242;73480,7;72461,18;72461,18;73480,7;75608,32;60254,174;72461,38;72967,44;73480,7;75608,11;80277,1472;96585,28;97305,63297;97898,96;100637,2;Tratamento da infecção crônica pelo vírus da hepatite C, incluindo pacientes com cirrose compensada 
3757;24/01/2020;0,02;0,05;VIMPAT 100MG CX C/ 28 COM REV. (C1);LACOSAMIDA ;UCB;3004.90.49;NEGATIVA;REFERÊNCIA;NÃO REFRIGERADO;CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SC;ATENDER TODO O BRASIL;5,41379E+12;1;0,0521;187,54;;187,54;;189,21;189,21;190,48;191,76;185,57;185,57;187,76;192,29;156,497;188,2;189,52;190,85;196,38;208,5014;250,86;252,7289697;254,27;261,39;Indicado como terapia adjuvante (em conjunto com outro medicamento antiepiléptico), epilepsia
3883;01/10/2019;0,02;0,04;VIMPAT 10MG/ML SOL INFUS FA X 20ML (C1);LACOSAMIDA ;UCB;3004.90.99;NEGATIVA;REFERÊNCIA;NÃO REFRIGERADO;CONTROLADO;SIM;TRIBUTADO;SIM;IMPORTADO;SC;ATENDER TODO O BRASIL;4,03073E+12;1;0,0521;149,0965447;0;150,1;0;148,02;148,02;149,190303;150,1;146,4775904;147,5327159;149,2716682;152,8755231;123,082;148,02;149,05;150,1;154,45;163,9836;197,3;198,768;199,98;205,58;Indicado como terapia adjuvante (em conjunto com outro medicamento antiepiléptico), epilepsia
3760;01/10/2019;0,02;0,05;VIMPAT 10MG/ML SOL ORAL FR VD AMB X 200ML (C1);LACOSAMIDA ;UCB;3004.90.99;NEGATIVA;REFERÊNCIA;NÃO REFRIGERADO;CONTROLADO;SIM;TRIBUTADO;SIM;IMPORTADO;SC;ATENDER TODO O BRASIL;4,03073E+12;1;0,0521;133,9631579;0;136,33;0;134,44;134,44;135,5037576;136,33;131,6091211;132,5571443;134,1195811;137,3576203;111,7906;134,44;135,38;136,33;140,27;148,9366;179,2;180,5292121;181,63;186,7;Indicado como terapia adjuvante (em conjunto com outro medicamento antiepiléptico), epilepsia
3758;01/10/2019;0,02;0,05;VIMPAT 150MG CX C/ 28 COM REV. (C1);LACOSAMIDA ;UCB;3004.90.99;NEGATIVA;REFERÊNCIA;NÃO REFRIGERADO;CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SC;ATENDER TODO O BRASIL;5,41379E+12;1;0,0521;281,3097561;0;286,28;0;282,31;282,31;284,5449697;286,28;276,3655549;278,3563055;281,6372615;288,4368091;234,7496;282,31;284,28;286,28;294,57;312,7644;376,3;379,1083636;381,42;392,08;Indicado como terapia adjuvante (em conjunto com outro medicamento antiepiléptico), epilepsia
3759;01/10/2019;0,02;0,05;VIMPAT 200MG CX C/ 28 COM REV. (C1);LACOSAMIDA ;UCB;3004.90.99;NEGATIVA;REFERÊNCIA;NÃO REFRIGERADO;CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SC;ATENDER TODO O BRASIL;5,41379E+12;1;0,0521;366,1802311;0;372,65;0;367,48;367,48;370,3915152;372,65;359,7421332;362,3334723;366,6042582;375,4551577;305,573;367,48;370,04;372,65;383,43;407,1136;489,82;493,4710303;496,48;510,36;Indicado como terapia adjuvante (em conjunto com outro medicamento antiepiléptico), epilepsia
3756;01/10/2019;0,02;0,05;VIMPAT 50MG CX C/ 14 COM REV. (C1);LACOSAMIDA ;UCB;3004.90.49;NEGATIVA;REFERÊNCIA;NÃO REFRIGERADO;CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SC;ATENDER TODO O BRASIL;4,03073E+12;1;0,0521;46,842362;46,842362;47,9;0;47,26;47,26;47,58;47,9;46,35;46,35159661;46,89793791;48,03019136;39,0894;47,01;47,34;47,67;49,05;52,0782;62,66;63,12509091;63,51;65,29;Indicado como terapia adjuvante (em conjunto com outro medicamento antiepiléptico), epilepsia
1695;01/10/2019;FÁBRICA;FÁBRICA;VINCIZINA CS C/5 FR.AMP.1MG/ML;VINCRISTINA, SULFATO DE ;PFIZER/WYETH;3004.40.90;POSITIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;SIM;CONVENIO 118;NÃO;NACIONAL;SP;;7,89127E+12;INFO PENDENTE;INFO PENDENTE;134,59;134,59;134,59;134,59;134,59;152,3890399;134,59;134,59;134,59;134,59;134,59;134,59;0;0;0;0;0;0;0;0;0;0;Como quimioterapia combinada
110902;31/10/2019;FÁBRICA;FÁBRICA;VITRAKVI 100MG C 60 CAPS DURA;LAROTRECTINIB, SULFATO DE;BAYER;3004.90.69;NEGATIVA;REFERÊNCIA;REFRIGERADO;NÃO CONTROLADO;SIM;TRIBUTADO;SIM;IMPORTADO;SP;LANÇAMENTO OUTUBRO/2019 - SOMOS EXCLUSIVOS;7,89111E+12;2;0,0422;56540,8;;56540,8;0;55756,47;55756,47;0;56540,8;55756,47;55756,47;56540,8;58177,77;46363,456;55756,47;56145,86;56540,8;58177,77;0;0;0;0;0;Tratamento de tumores sólidos em pacientes adultos e pediátricos que possuam uma fusão do gene TRK
110900;31/10/2019;FÁBRICA;FÁBRICA;VITRAKVI 20MG/ML SOL ORAL 100ML;LAROTRECTINIB, SULFATO DE;BAYER;3004.90.69;NEGATIVA;REFERÊNCIA;REFRIGERADO;NÃO CONTROLADO;SIM;TRIBUTADO;SIM;IMPORTADO;SP;LANÇAMENTO OUTUBRO/2019 - SOMOS EXCLUSIVOS;7,89111E+12;2;0,0422;18846,93;;18846,93;0;18585,49;18585,49;0;18846,93;18585,49;18585,49;18846,93;19392,59;15454,4826;18585,49;18715,28;18846,93;19392,59;0;0;0;0;0;Tratamento de tumores sólidos em pacientes adultos e pediátricos que possuam uma fusão do gene TRK
110901;31/10/2019;FÁBRICA;FÁBRICA;VITRAKVI 25MG C/60 CAPS DURA;LAROTRECTINIB, SULFATO DE;BAYER S A;3004.90.69;NEGATIVA;REFERÊNCIA;REFRIGERADO;NÃO CONTROLADO;SIM;TRIBUTADO;SIM;IMPORTADO;SP;LANÇAMENTO OUTUBRO/2019 - SOMOS EXCLUSIVOS;7,89111E+12;2;0,0422;14135,2;;14135,2;0;13939,12;13939,12;0;14135,2;13939,12;13939,12;14135,2;14544,44;11590,864;13939,12;14036,47;14135,2;14544,44;0;0;0;0;0;Tratamento de tumores sólidos em pacientes adultos e pediátricos que possuam uma fusão do gene TRK
110869;13/09/2019;TABELA;TABELA;VIVAXXIA 100 MG 2 FA OR;RITUXIMABE ;LIBBS;3002.15.20;POSITIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;SIM;ISENTO;NÃO;NACIONAL;SP;;7,89609E+12;3;0,0323;1496,88;1496,88;1496,88;1496,88;1496,88;1496,88;1496,88;1496,88;1496,88;1496,88;1496,88;1496,88;0;0;0;0;0;0;0;0;0;0;Tratamento de algumas doenças em que os linfócitos B (células do sistema imunológico)
110868;13/09/2019;TABELA;TABELA;VIVAXXIA 500 MG 1 FA OR;RITUXIMABE ;LIBBS;3002.15.20;POSITIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;SIM;ISENTO;NÃO;NACIONAL;SP;;7,89609E+12;3;0,0323;3746,25;3746,25;3746,25;3746,25;3746,25;3746,25;3746,25;3746,25;3746,25;3746,25;3746,25;3746,25;0;0;0;0;0;0;0;0;0;0;Tratamento de algumas doenças em que os linfócitos B (células do sistema imunológico)
110270;01/10/2019;0,04;0,05;VOFLUR 1ML/ML SOL INAL/250 ML C1;SEVOFLURANO;UNIÃO QUIMICA;3004.90.99;POSITIVA;SIMILAR;NÃO REFRIGERADO;CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;MG;PODEMOS ATENDER TODO OS CLIENTES - BRASIL;7,89601E+12;3;0,0323;286,4151316;0;284,6530167;0;281,2234623;281,2234623;282,9278469;284,6530167;297,202052;282,6564814;285,7010363;291,9912397;1231,4186;1483,63;1492,63;1501,73;1539,27;0;0;0;0;0;Indicado para a indução e manutenção de anestesia geral em pacientes pediátricos ou adultos, em procedimentos cirúrgicos
928;01/10/2019;0,03;0,05;VOLIBRIS 10 MG C/ 30 COMPR. REV.;AMBRISENTANA ;GLAXO;3004.90.99;NEGATIVA;OUTROS;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;RJ;;7,89602E+12;3;0,0323;3749,933248;0;3775,59;0;3723,21;3723,21;3752,707636;3775,59;3684,004079;3710,541154;3754,276905;3844,916135;3095,98;3723,22;3749,22;3775,59;3884,9;4124,805;4962,76;4999,763636;5030,25;5170,93;Tratar a pressão alta nos vasos sanguíneos que transportam o sangue do coração para os pulmões
