00161;12/06/2018;4%;FÁBRICA;THYROGEN 1,1 MG C/2 AMP;ALFATIROTROPINA;GENZYME;3004.39.29.LN;NEGATIVA;REFRIGERADO;NÃO CONTROLADO;SIM;REGIME NORMAL ;SIM;IMPORTADO;SP;;7898328480139;;; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 4.260,74 ; R$ -   ; R$ 4.290,50 ; R$ 4.320,68 ; R$ 445,77 ; R$ 4.260,74 ; R$ 4.260,74 ; R$ 4.290,50 ; R$ 4.320,68 ; R$ 4.445,77 ; R$ 3.447,96 ; R$ 4.260,74 ; R$ 4.290,50 ; R$ 4.320,68 ; R$ 4.445,77 ; R$ 4.625,32 ; R$ 5.679,25 ; R$ 5.717,60 ; R$ 5.756,48 ; R$ 5.917,47 ;;;
01218;18/06/2018;4%;7,00%;TIENAM 500 MG CX C/ 25 FR. AMP. (ANTIB.);"CILASTATINA SÓDICA; IMIPENÉM";MSD - SCHERING;3004.20.94;POSITIVA;;;SIM;REGIME NORMAL;SIM;IMPORTADO;;;7897337703598;2;2,47%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 376,36 ; R$ -   ; R$ 378,64 ; R$ 380,28 ; R$ 388,37 ; R$ 383,86 ; R$ 375,47 ; R$ 377,70 ; R$ 378,90 ; R$ 385,95 ; R$ 2.780,47 ; R$ 3.349,97 ; R$ 3.370,27 ; R$ 3.390,82 ; R$ 3.475,59 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; Indicado para tratamento dos seguintes tipos de infecção, intra-abdominais, do trato respiratório inferior, ginecológicas, septicemias entre outras.;;
03252;29/06/2018;4%;7,00%;TIVICAY 50MG CX. C/ 30 COM. REV. (C4);DOLUTEGRAVIR SÓDICO;GLAXO -MAX;3004.90.49;NEGATIVA;;;NÃO;REGIME NORMAL;SIM;IMPORTADO;;;7896015528911;3;2,09%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 1.954,87 ; R$ -   ; R$ 1.968,52 ; R$ 1.981,62 ; R$ 2.023,78 ; R$ 1.954,87 ; R$ 1.931,65 ; R$ 1.943,36 ; R$ 1.949,29 ; R$ 1.985,54 ; R$ 1.581,96 ; R$ 1.954,87 ; R$ 1.968,52 ; R$ 1.982,37 ; R$ 2.039,76 ; R$ 2.605,69 ; R$ 2.623,29 ; R$ 2.366,85 ; R$ 2.641,13 ; R$ 2.714,99 ;É indicado para o tratamento da infecção pelo HIV.;;
01063;;4%;7,00%;TOPAMAX 100MG C 60 COMP REV C1;TOPIRAMATO;JANSSEN;3004.90.59;POSITIVA;NÃO REFRIGERADO;CONTROLADO;NÃO;REGIME NORMAL;SIM;IMPORTADO;SP;PODEMOS ATENDER INTERIOR DE SP, NORTE E NORDESTE;7896212429660;;; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 372,12 ; R$ 448,34 ; R$ 451,06 ; R$ 453,81 ; R$ 465,16 ; R$ 514,43 ; R$ 619,80 ; R$ 623,56 ; R$ 627,37 ; R$ 643,06 ;;;
01062;;4%;7,00%;TOPAMAX 25MG C 60 COMP REV C1;TOPIRAMATO;JANSSEN;3004.90.59;POSITIVA;NÃO REFRIGERADO;CONTROLADO;NÃO;REGIME NORMAL;SIM;IMPORTADO;SP;PODEMOS ATENDER INTERIOR DE SP, NORTE E NORDESTE;7896212429646;;; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 113,00 ; R$ 136,15 ; R$ 136,97 ; R$ 137,81 ; R$ 141,26 ; R$ 156,22 ; R$ 188,22 ; R$ 189,35 ; R$ 190,51 ; R$ 195,28 ;;;
00947;;4%;7,00%;TOPAMAX 50MG C 60 COMP REV C1;TOPIRAMATO;JANSSEN;3004.90.59;POSITIVA;NÃO REFRIGERADO;CONTROLADO;NÃO;REGIME NORMAL;SIM;IMPORTADO;SP;PODEMOS ATENDER INTERIOR DE SP, NORTE E NORDESTE;7896212429653;;; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 184,55 ; R$ 222,35 ; R$ 223,70 ; R$ 225,06 ; R$ 230,69 ; R$ 255,13 ; R$ 307,39 ; R$ 309,25 ; R$ 311,13 ; R$ 318,92 ;;;
00677;04/06/2018;4%;8,00%;TORISEL 25 MG/ML FR. AMP. C/ 1,2 ML + DIL. C/ 1,8 ML;TENSIROLIMO;PFIZER;3004.90.79;POSITIVA;REFRIGERADO;NÃO CONTROLADO;SIM;REGIME NORMAL;SIM;IMPORTADO;SP;;7891045010030;1;2,84%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 3.259,73 ; R$ -   ; R$ 3.279,40 ; R$ 3.293,69 ; R$ 3.363,77 ; R$ 3.324,71 ; R$ 3.252,06 ; R$ 3.271,77 ; R$ 3.281,76 ; R$ 3.342,82 ; R$ 2.759,46 ; R$ 3.324,65 ; R$ 3.344,79 ; R$ 3.365,19 ; R$ 3.449,32 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;ANTINEOPLÁSICO - Carcinoma das células renais, Linfoma das células do manto;;
00215;27/06/2018;4%;7%;TRACTOCILE 7,5 MG/ML - FR. C/ 0,9 ML;ACET. DE ATOSIBANA;FERRING;3004.39.29;POSITIVA;;;SIM;REGIME NORMAL;SIM;IMPORTADO;;;7896165600222;3;2,09%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 208,49 ; R$ -   ; R$ 209,75 ; R$ 210,66 ; R$ 215,14 ; R$ 212,64 ; R$ 207,88 ; R$ 209,10 ; R$ 209,78 ; R$ 213,68 ; R$ 186,52 ; R$ 224,72 ; R$ 226,08 ; R$ 227,46 ; R$ 233,15 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;AGENTE TOCOLÍTICO - Inibir trabalho de parto prematuro ;;
00214;27/06/2018;4%;7%;TRACTOCILE 7,5 MG/ML - FR. C/ 5 ML;ACET. DE ATOSIBANA;FERRING;3004.39.29;POSITIVA;;;SIM;REGIME NORMAL;SIM;IMPORTADO;;;7896165600239;3;2,09%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 648,28 ; R$ -   ; R$ 652,21 ; R$ 655,03 ; R$ 668,97 ; R$ 661,21 ; R$ 646,39 ; R$ 650,31 ; R$ 652,59 ; R$ 664,42 ; R$ 579,97 ; R$ 698,76 ; R$ 702,99 ; R$ 707,28 ; R$ 724,96 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;AGENTE TOCOLÍTICO - Inibir trabalho de parto prematuro ;;
04186;25/06/2018;4%;10%;TREBYXAN 20MG /ML SOL INJ C/ FA VD AMB X 2ML;IRINOTECANO, CLORIDRATO DE;AMGEM / BERGAMO;3004.40.90;POSITIVA;;;SIM;CONVENIO 118;NÃO;NACIONAL;SP;;7898149939120;3;2,09%; R$ 25,44 ; R$ 25,44 ; R$ 26,51 ; R$ 25,44 ; R$ -   ; R$ 30,07 ; R$ -   ; R$ -   ;; R$ -   ; R$ -   ;; R$ -   ; R$ -   ; R$ 558,33 ; R$ 672,69 ; R$ 676,76 ; R$ 680,89 ; R$ 697,91 ; R$ 929,95 ; R$ 935,58 ; R$ 935,58 ; R$ 941,29 ; R$ 964,82 ;É indicado como agente único ou combinado no tratamento de pacientes com:  Carcinoma metastático do cólon ou reto, neoplasia pulmonar de células pequenas e não pequenas e neoplasia de colo de útero.;;
04187;25/06/2018;4%;10%;TREBYXAN 20MG /ML SOL INJ C/ FA VD AMB X 5ML;IRINOTECANO, CLORIDRATO DE;AMGEM / BERGAMO;3004.40.90;POSITIVA;;;SIM;CONVENIO 118;NÃO;NACIONAL;SP;;7898149939151;3;2,09%; R$ 49,96 ; R$ 49,96 ; R$ 51,97 ; R$ 49,96 ; R$ -   ; R$ 58,94 ; R$ -   ; R$ -   ;; R$ -   ; R$ -   ;; R$ -   ; R$ -   ; R$ 1.252,43 ; R$ 1.508,95 ; R$ 1.518,09 ; R$ 1.527,35 ; R$ 1.565,53 ; R$ 2.086,03 ; R$ 2.098,67 ; R$ 2.098,67 ; R$ 2.111,47 ; R$ 2.164,25 ;É indicado como agente único ou combinado no tratamento de pacientes com:  Carcinoma metastático do cólon ou reto, neoplasia pulmonar de células pequenas e não pequenas e neoplasia de colo de útero.;;
01751;11/06/2018;4%;5,00%;TYKERB 250MG CX. C/ FR. PLAS OPC X 70 COMP. REVEST;LAPATINIBE, DITOSILATO;NOVARTIS;3004.90.79;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;CONVENIO 118;SIM;IMPORTADO;;;7896015526580;2;2,47%; R$ 3.660,83 ; R$ 3.660,83 ; R$ 3.699,78 ; R$ 3.660,83 ; R$ -   ; R$ 3.652,53 ; R$ -   ; R$ -   ;; R$ -   ; R$ -   ;; R$ -   ; R$ -   ; R$ 3.699,78 ; R$ 4.457,57 ; R$ 4.484,58 ; R$ 4.511,93 ; R$ 4.624,73 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;ANTINEOPLÁSICO - Trat. Câncer de mama cujos tumores sobreexpressem o HER2 em associação com capecitabina ou trastuzumab ou com um inibidor da aromatase.;;
03082;;4%;7,00%;TYLEX 7,5MG C 12 COMP A2 C1;PARECETAMOL + CODEINA,FOSF.;JANSSEN;3004.90.45;NEGATIVA;NÃO REFRIGERADO;CONTROLADO;NÃO;REGIME NORMAL;NÃO;NACIONAL;SP;PODEMOS ATENDER INTERIOR DE SP, NORTE E NORDESTE;7896212479573;;; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 13,86 ; R$ 17,13 ; R$ 17,25 ; R$ 17,37 ; R$ 17,87 ; R$ 18,59 ; R$ 22,83 ; R$ 22,99 ; R$ 23,14 ; R$ 23,79 ;;;
00846;25/06/2018;4%;Fábrica;TYSABRI 20 MG/ML FR. AMP. C/ 15 ML;NATALIZUMABE;BIOGEN;3002.10.39;POSITIVA;;;NÃO;REGIME NORMAL;NÃO;NACIONAL;;Area atuação Mercado Privado BIOGEN - AM, CE, DF, ES, GO, MG, PR, RJ, SP;7898926573028;2;2,47%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 5.126,67 ; R$ -   ; R$ 5.157,74 ; R$ 5.189,19 ; R$ 5.318,92 ; R$ 5.126,67 ; R$ 5.126,67 ; R$ 5.157,74 ; R$ 5.189,19 ; R$ 5.318,92 ; R$ 4.255,14 ; R$ 5.126,67 ; R$ 5.157,74 ; R$ 5.189,19 ; R$ 5.318,92 ; R$ 7.087,32 ; R$ 7.130,27 ; R$ 7.130,27 ; R$ 7.173,75 ; R$ 7.353,09 ; ANTICORPO RECOMBINANTE HUMANIZADO - Indicado como terapia única de modificação da doença na esclerose múltipla surtoremissão muito ativa;;
00424;27/06/2018;5%;8%;ULTIVA 2 MG CX  C/ 5 FR. AMP. (A1);REMIFENTANILA, CLORIDRATO DE;GLAXO - SIMONE;3004.90.69;POSITIVA;;;SIM;REGIME NORMAL;SIM;IMPORTADO;;;7896269900259;2;2,47%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 269,98 ; R$ -   ; R$ 303,34 ; R$ 272,79 ; R$ 278,59 ; R$ 275,35 ; R$ 298,03 ; R$ 299,83 ; R$ 301,66 ; R$ 309,20 ; R$ 247,36 ; R$ 298,03 ; R$ 299,83 ; R$ 301,66 ; R$ 309,20 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;ANALGÉSICO OPIÓIDE - usando durante a indução e  manutenção da anestesia. ;;
01059;;4%;7,00%;ULTRACET C 20 COMP A2 C1;TRAMADOL, CLORIDR.+PARACETAMOL;JANSSEN;3004.90.39;NEGATIVA;NÃO REFRIGERADO;CONTROLADO;NÃO;REGIME NORMAL;SIM;IMPORTADO;SP;PODEMOS ATENDER INTERIOR DE SP, NORTE E NORDESTE;7896212422968;;; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 54,84 ; R$ 67,77 ; R$ 68,24 ; R$ 68,72 ; R$ 70,71 ; R$ 73,57 ; R$ 90,33 ; R$ 90,94 ; R$ 91,56 ; R$ 94,12 ;;;
04531;29/06/2018;4%;Fábrica;UPELIOR 0,3 MG/ML SOL INJ 60 AMP;DIASPARTATO DE PASIREOTIDA;NOVARTIS;3004.39.29.LN;NEGATIVA;;CONTROLADO;SIM;REGIME NORMAL;SIM;IMPORTADO;SP;;7896261020009;;;;;;; R$ 14.570,86 ;; R$ 14.672,62 ; R$ 14.775,83 ; R$ 15.203,62 ; R$ 14.570,86 ; R$ 14.570,86 ; R$ 14.672,62 ; R$ 14.775,83 ; R$ 15.203,62 ; R$ 11.791,32 ; R$ 14.570,86 ; R$ 14.672,62 ; R$ 14.775,83 ; R$ 15.203,62 ; R$ 19.421,86 ; R$ 19.553,01 ; R$ 17.641,56 ; R$ 19.685,96 ; R$ 20.236,52 ;Indicado para o tratamento de pacientes adultos com Doença de Cushing;;
04532;29/06/2018;4%;Fábrica;UPELIOR 0,6 MG/ML SOL INJ 60 AMP;DIASPARTATO DE PASIREOTIDA;NOVARTIS;3004.39.29.LN;NEGATIVA;;CONTROLADO;SIM;REGIME NORMAL;SIM;IMPORTADO;SP;;7896261020016;;;;;;; R$ 17.201,82 ;; R$ 17.321,96 ; R$ 17.443,80 ; R$ 17.948,83 ; R$ 17.201,82 ; R$ 17.201,82 ; R$ 17.321,96 ; R$ 17.443,80 ; R$ 17.948,83 ; R$ 13.920,40 ; R$ 17.201,82 ; R$ 17.321,96 ; R$ 17.443,80 ; R$ 17.948,83 ; R$ 22.928,73 ; R$ 23.083,57 ; R$ 20.826,98 ; R$ 23.240,52 ; R$ 23.890,49 ;Indicado para o tratamento de pacientes adultos com Doença de Cushing;;
04533;29/06/2018;4%;Fábrica;UPELIOR 0,9 MG/ML SOL INJ 60 AMP;DIASPARTATO DE PASIREOTIDA;NOVARTIS;3004.39.29.LN;NEGATIVA;;CONTROLADO;SIM;REGIME NORMAL;SIM;IMPORTADO;SP;;7896261020023;;;;;;; R$ 18.461,31 ;; R$ 18.590,24 ; R$ 18.721,01 ; R$ 19.263,02 ; R$ 18.461,31 ; R$ 18.461,31 ; R$ 18.590,24 ; R$ 18.721,01 ; R$ 19.263,02 ; R$ 14.939,63 ; R$ 18.461,31 ; R$ 18.590,24 ; R$ 18.721,01 ; R$ 19.263,02 ; R$ 24.607,53 ; R$ 24.773,71 ; R$ 22.351,89 ; R$ 24.942,16 ; R$ 25.639,72 ;Indicado para o tratamento de pacientes adultos com Doença de Cushing;;
03876;26/06/2018;4%;7%;URSACOL 150MG CX C/ 30 COM;URSODESOXICOLICO, ACIDO;ZAMBON;3003.90.99;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;NÃO;;;;7898074618435;;; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 77,78 ; R$ -   ; R$ 78,53 ; R$ 78,53 ; R$ 80,00 ; R$ 78,72 ; R$ 74,08 ; R$ 74,71 ; R$ 74,71 ; R$ 76,00 ; R$ 68,31 ; R$ 82,30 ; R$ 82,80 ; R$ 83,30 ; R$ 85,38 ; R$ 94,43 ; R$ 113,77 ; R$ 114,47 ; R$ 115,16 ; R$ 118,03 ;;;
03877;26/06/2018;4%;7%;URSACOL 300MG CX C/ 30 COM;URSODESOXICOLICO, ACIDO;ZAMBON;3003.90.99;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;NÃO;;;;7898074618442;;; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 153,74 ; R$ -   ; R$ 153,74 ; R$ 155,22 ; R$ 158,26 ; R$ 155,59 ; R$ 146,42 ; R$ 146,42 ; R$ 147,66 ; R$ 150,22 ; R$ 135,01 ; R$ 162,67 ; R$ 163,65 ; R$ 164,65 ; R$ 168,77 ; R$ 186,64 ; R$ 224,88 ; R$ 226,24 ; R$ 227,62 ; R$ 233,31 ;;;
03875;26/06/2018;4%;7%;URSACOL 50MG CX C/ 30 COM;URSODESOXICOLICO, ACIDO;ZAMBON;3003.90.99;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;NÃO;;;;7898074614857;;; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 31,41 ; R$ -   ; R$ 31,41 ; R$ 31,71 ; R$ 32,33 ; R$ 31,78 ; R$ 29,91 ; R$ 29,91 ; R$ 30,16 ; R$ 30,69 ; R$ 27,58 ; R$ 33,23 ; R$ 33,44 ; R$ 33,64 ; R$ 34,48 ; R$ 38,13 ; R$ 45,94 ; R$ 46,23 ; R$ 46,51 ; R$ 47,67 ;;;
00515;27/06/2018;4%;Fábrica;UTROGESTAN 200MG CX C/ 14 CAPS.;PROGESTERONA;BESINS;3004.39.39;POSITIVA;;;NÃO;REGIME NORMAL;NÃO;NACIONAL;;;7898948648148;3;2,09%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 39,39 ; R$ -   ; R$ 39,63 ; R$ 39,87 ; R$ 40,87 ; R$ 39,39 ; R$ 39,39 ; R$ 39,63 ; R$ 39,87 ; R$ 40,87 ; R$ 32,69 ; R$ 39,39 ; R$ 39,63 ; R$ 39,87 ; R$ 40,87 ; R$ 54,45 ; R$ 54,79 ; R$ 54,79 ; R$ 55,12 ; R$ 56,50 ;É destinado para tratamento de distúrbios da ovulação, insuficiência Lútea, estados de deficiência de progesterona, entre outras.;;
04100;25/06/2018;4%;Fábrica;UTROGESTAN 200MG CX C/ 42 CAPS GEL MOLE;PROGESTERONA;BESINS;3004.39.39;POSITIVA;;;NÃO;REGIME NORMAL;SIM;IMPORTADO;;;7898948648292;3;2,09%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 118,20 ; R$ -   ; R$ 118,91 ; R$ 119,64 ; R$ 122,63 ; R$ 118,20 ; R$ 118,20 ; R$ 118,91 ; R$ 119,64 ; R$ 122,63 ; R$ 98,10 ; R$ 118,20 ; R$ 118,91 ; R$ 119,64 ; R$ 122,63 ; R$ 163,40 ; R$ 164,39 ; R$ 164,39 ; R$ 165,40 ; R$ 169,53 ;É destinado para tratamento de distúrbios da ovulação, insuficiência Lútea, estados de deficiência de progesterona, entre outras.;;
00738;08/05/2018;4%;7%;VAC DNA HPV 20MCG 1AMP 0,5ML GSK;CERVARIX - VACINA;GLAXOSMITHKLINE BRASIL LTDA;30022027;POSITIVA;REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;NÃO;NACIONAL;;HPV;7896015533205;;;;;;; R$ 216,11 ; R$ 216,11 ; R$ 216,11 ; R$ 218,00 ; R$ 222,40 ; R$ 218,71 ; R$ 206,30 ; R$ 206,30 ; R$ 208,00 ; R$ 211,60 ; R$ 288,76 ; R$ 356,83 ; R$ 359,32 ; R$ 361,85 ; R$ 372,33 ;;;;;;HPV;;
00713;17/05/2018;4%;7%;VAC DTPA+POLIO+HIB1AMP+0,5 ML;INFANRIX PENTA;GLAXOSMITHKLINE BRASIL LTDA;3002.20.27;POSITIVA;REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;NÃO;NACIONAL;;DTPa + Polio + Hib (Penta);7896015533427;;;;;;; R$ 99,38 ; R$ 99,38 ; R$ 99,38 ; R$ 100,34 ; R$ 102,31 ; R$ 100,58 ; R$ 94,70 ; R$ 94,70 ; R$ 95,50 ; R$ 97,16 ; R$ 99,53 ; R$ 119,92 ; R$ 120,64 ; R$ 121,38 ; R$ 124,41 ;;;;;;DTPa + Polio + Hib (Penta);;
04209;25/06/2018;9%;12%;VAC FEBRE TIFO INJ AGUX0,5MLSANOF ;TYPHIN VI;SANOFI AVENTIS FARM LTDA;3002.20.29;POSITIVA;REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;NÃO;NACIONAL;;Febre Tifoide;3660053093045;;;;;;; R$ 38,41 ; R$ 38,41 ; R$ 38,41 ; R$ 40,99 ; R$ 42,00 ; R$ 39,67 ; R$ 40,50 ; R$ 40,50 ; R$ 40,99 ; R$ 42,01 ; R$ 33,61 ; R$ 40,50 ; R$ 40,74 ; R$ 40,99 ; R$ 42,01 ;;;;;;Febre Tifoide;;
00780;17/05/2018;4%;8%;VAC HEPAT B INF 1AMP+0,5ML MSD;RECOMBIVAX;MSD;3002.20.23;POSITIVA;REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;NÃO;NACIONAL;;Hepatite B (Infantil);7897337712187;;;;;;; R$ 28,78 ; R$ 28,78 ; R$ 28,78 ; R$ 29,00 ; R$ 29,60 ; R$ 29,10 ; R$ 28,90 ; R$ 28,90 ; R$ 29,20 ; R$ 29,70 ; R$ 27,80 ; R$ 33,49 ; R$ 33,69 ; R$ 33,90 ; R$ 34,75 ;;;;;;Hepatite B (Infantil);;
00718;09/07/2018;6%;PF;VAC HEPAT B RECAD 20MCG 1ML;EUVAX;SANOFI AVENTIS FARM LTDA;30022023;POSITIVA;REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;NÃO;NACIONAL;;Hepatite B (Adulto);8806689009233;;;;;;; R$ 43,30 ; R$ 43,30 ; R$ 43,30 ; R$ 43,83 ; R$ 44,93 ; R$ 43,30 ; R$ 43,30 ; R$ 43,30 ; R$ 43,83 ; R$ 44,93 ; R$ 35,94 ; R$ 43,30 ; R$ 43,56 ; R$ 43,83 ; R$ 44,93 ;;;;;;Hepatite B (Adulto);;
110112;20/07/2018;4%;;VAC MENACTRA C 1 AMP 0,5 ML;MENACTRA;SANOFI-AVENTIS FARMACÊUTICA LTDA;30022025;43799;REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;NÃO;NACIONAL;;VACINA MENINGOCÓCICA ACWY (CONJUGADA);7891058019747;;;;;;; R$ 218,18 ; R$ 218,18 ; R$ 218,18 ; R$ 221,25 ; R$ 227,66 ; R$ 220,00 ; R$ 218,18 ; R$ 218,18 ; R$ 221,25 ; R$ 227,66 ; R$ 176,56 ; R$ 218,18 ; R$ 219,70 ; R$ 221,25 ; R$ 227,66 ;;;;;;VACINA MENINGOCÓCICA ACWY (CONJUGADA);;
04514;08/05/2018;4%;7%;VAC MENJUGATE 10MCG C 1 SER 0,5ML;MEJUGATE;GLAXOSMITHKLINE BRASIL LTDA;3002.20.25;POSITIVA;REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;NÃO;NACIONAL;;Meningite C;7896015590833;;;;;;; R$ 171,40 ; R$ 171,40 ; R$ 171,40 ; R$ 173,00 ; R$ 176,45 ; R$ 173,50 ; R$ 163,60 ; R$ 163,60 ; R$ 165,00 ; R$ 167,80 ; R$ 157,53 ; R$ 189,80 ; R$ 190,95 ; R$ 192,11 ; R$ 196,91 ;;;;;;Meningite C;;
00731;17/05/2018;3%;5%;VAC ROTAVIRUS INF 1TUBO 2 ML MSD;ROTATEC;MSD;3002.20.27;POSITIVA;REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;NÃO;NACIONAL;;Rotavirus;7897337704038;;;;;;; R$ 142,45 ; R$ 142,45 ; R$ 142,45 ; R$ 143,80 ; R$ 146,65 ; PF ; R$ 143,40 ; R$ 143,40 ; R$ 144,60 ; R$ 147,10 ; R$ 119,66 ; R$ 144,17 ; R$ 145,05 ; R$ 145,93 ; R$ 149,58 ;;;;;;Rotavirus;;
00734;09/07/2018;4%;8%;VAC. DIFT+TET+COQ+HAEM INFLU B+POLIO;PEDIACEL;SANOFI AVENTIS FARM LTDA;30022029;POSITIVA;REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;NÃO;NACIONAL;;Difteria + Tetano +Coqueluche + Haemo B + Polio;3660053094042;;;;;;; R$ 106,68 ; R$ 106,68 ; R$ 106,68 ; R$ 111,00 ; R$ 114,00 ; R$ 109,39 ; R$ 105,18 ; R$ 105,18 ; R$ 106,07 ; R$ 107,91 ; 91,27 ; R$ 109,97 ; R$ 110,64 ; R$ 111,31 ; R$ 114,09 ;;;;;;Difteria + Tetano +Coqueluche + Haemo B + Polio;;
00719;31/07/2018;;;VAC. DTPA+HEP. B+IPV+HIBINF. C 1 FA + 1;INFARIX HEXA ;GLAXOSMITHKLINE BRASIL LTDA;3002.20.27;POSITIVA;REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;NÃO;NACIONAL;;DTPa + Polio + Hib + Hepatite B;7896015533410;;; R$ 122,00 ;;;; R$ 122,00 ; R$ 122,00 ; R$ 122,00 ; R$ 122,00 ; R$ 122,00 ; R$ 122,00 ; R$ 122,00 ; R$ 122,00 ; R$ 122,00 ; R$ 122,00 ; R$ 153,85 ; R$ 185,36 ; R$ 186,48 ; R$ 187,62 ; R$ 192,31 ;;;;;;DTPa + Polio + Hib + Hepatite B;;
00715;18/06/2018;4%;7%;VAC. DTPA-R C 1 SP 0,5 ML;REFORTRIX;GLAXOSMITHKLINE BRASIL LTDA;3002.20.29;POSITIVA;REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;NÃO;NACIONAL;;Difteria + Tetano + Coqueluche;7896015520007;;;;;;;;;;;; R$ 97,70 ; R$ 91,98 ; R$ 91,98 ; R$ 92,77 ; R$ 94,37 ; 95,78 ; R$ 115,39 ; R$ 116,09 ; R$ 116,80 ; R$ 119,72 ;;;;;;Difteria + Tetano + Coqueluche;;
00708;28/05/2018;9%;20%;VAC. HEPATITE A+B 720 UEL +20 MCG C 1 S;TWINRIX;GLAXOSMITHKLINE BRASIL LTDA;30022027;POSITIVA;REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;NÃO;NACIONAL;;Hepatite A + B (Adulto);7896015536909;;;;;;; R$ 82,30 ; R$ 82,30 ; R$ 82,30 ; R$ 83,15 ; R$ 84,70 ; R$ 83,35 ; R$ 78,00 ; R$ 78,00 ; R$ 79,10 ; R$ 80,52 ; R$ 115,30 ; R$ 138,92 ; R$ 139,76 ; R$ 140,61 ; R$ 144,13 ;;;;;;Hepatite A + B (Adulto);;
03068;17/05/2018;4%;8%;VAC. HERPES ZOSTERATENUADA PÓ LOIF.1FA+1;ZOSTAVAX;MSD;3002.20.29;POSITIVA;REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;NÃO;NACIONAL;;Herpes Zoster;7897337712187;;;;;;; PF ; PF ; PF ; PF ; PF ; R$ 383,02 ; PF ; PF ; PF ; PF ; R$ 324,55 ; R$ 391,02 ; R$ 393,39 ; R$ 395,79 ; R$ 405,68 ;;;;;;Herpes Zoster;;
03745;17/05/2018;4%;PF;VAC. MENINGOCOCICA ACWYPO LIOF INJ+SOL D;NIMENRIX;PFIZER;3002.20.25;NEGATIVA;REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;NÃO;NACIONAL;SP;Meningite A, C W Y;7896015528218;;;;;;; PF ; PF ; PF ; PF ; PF ; PF ; PF ; PF ; PF ; PF ; 176,56 ; R$ 218,18 ; R$ 219,70 ; R$ 221,25 ; R$ 227,66 ;;;;;;Meningite A, C W Y;;
